panel,cell,index,U,Y,tau,F
W100,12_to_12.ACTIVE_CONTINUATION,44,0.6749999999999999,0.3190104166666665,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,45,0.6625,0.34765625,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,46,0.6812500000000001,0.31510416666666674,40.0,0.21666666666666665
W100,12_to_12.ACTIVE_CONTINUATION,47,0.6770833333333333,0.28645833333333326,40.0,0.23333333333333334
W100,12_to_12.ACTIVE_CONTINUATION,48,0.7020833333333333,0.2890624999999999,40.0,0.2916666666666667
W100,12_to_12.ACTIVE_CONTINUATION,49,0.6791666666666668,0.32291666666666685,40.0,0.2416666666666667
W100,12_to_12.ACTIVE_CONTINUATION,50,0.675,0.29427083333333337,40.0,0.2666666666666667
W100,12_to_12.ACTIVE_CONTINUATION,51,0.6770833333333333,0.34244791666666663,40.0,0.20833333333333331
W100,12_to_12.ACTIVE_CONTINUATION,52,0.6979166666666665,0.31380208333333315,40.0,0.18333333333333332
W100,12_to_12.ACTIVE_CONTINUATION,53,0.65625,0.34244791666666663,40.0,0.2166666666666667
W100,12_to_12.ACTIVE_CONTINUATION,54,0.7041666666666667,0.3098958333333335,40.0,0.2916666666666667
W100,12_to_12.ACTIVE_CONTINUATION,55,0.7041666666666669,0.3177083333333336,40.0,0.21666666666666665
W100,12_to_12.ACTIVE_CONTINUATION,56,0.6354166666666665,0.31901041666666663,40.0,0.23333333333333334
W100,12_to_12.ACTIVE_CONTINUATION,57,0.6833333333333335,0.3398437500000002,40.0,0.25833333333333336
W100,12_to_12.ACTIVE_CONTINUATION,58,0.6229166666666667,0.3684895833333335,40.0,0.25000000000000006
W100,12_to_12.ACTIVE_CONTINUATION,59,0.6708333333333334,0.30989583333333337,40.0,0.3
W100,12_to_12.ACTIVE_CONTINUATION,60,0.7000000000000001,0.3046875000000001,40.0,0.23333333333333334
W100,12_to_12.ACTIVE_CONTINUATION,61,0.6708333333333335,0.3294270833333336,40.0,0.20833333333333334
W100,12_to_12.ACTIVE_CONTINUATION,62,0.6687500000000001,0.3320312500000001,40.0,0.275
W100,12_to_12.ACTIVE_CONTINUATION,63,0.6979166666666666,0.3072916666666665,40.0,0.2166666666666667
W100,12_to_12.ACTIVE_CONTINUATION,64,0.69375,0.3190104166666665,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,65,0.7208333333333334,0.2903645833333335,40.0,0.23333333333333334
W100,12_to_12.ACTIVE_CONTINUATION,66,0.6958333333333334,0.31640625,40.0,0.2333333333333333
W100,12_to_12.ACTIVE_CONTINUATION,67,0.7041666666666666,0.32291666666666663,40.0,0.21666666666666665
W100,12_to_12.ACTIVE_CONTINUATION,68,0.6416666666666665,0.3463541666666664,40.0,0.225
W100,12_to_12.ACTIVE_CONTINUATION,69,0.6708333333333335,0.32812500000000033,40.0,0.26666666666666666
W100,12_to_12.ACTIVE_CONTINUATION,70,0.64375,0.34635416666666663,40.0,0.2416666666666667
W100,12_to_12.ACTIVE_CONTINUATION,71,0.7104166666666667,0.29947916666666674,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,72,0.6854166666666666,0.3346354166666665,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,73,0.6895833333333334,0.29166666666666663,40.0,0.2583333333333333
W100,12_to_12.ACTIVE_CONTINUATION,74,0.6729166666666665,0.3268229166666665,40.0,0.2166666666666667
W100,12_to_12.ACTIVE_CONTINUATION,75,0.6833333333333333,0.3333333333333335,40.0,0.21666666666666665
W100,12_to_12.ACTIVE_CONTINUATION,76,0.6729166666666666,0.30598958333333315,40.0,0.2416666666666667
W100,12_to_12.ACTIVE_CONTINUATION,77,0.6666666666666666,0.3476562499999999,40.0,0.275
W100,12_to_12.ACTIVE_CONTINUATION,78,0.7104166666666666,0.3046874999999999,40.0,0.26666666666666666
W100,12_to_12.ACTIVE_CONTINUATION,79,0.7020833333333333,0.3138020833333335,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,80,0.6500000000000001,0.34635416666666685,40.0,0.2333333333333333
W100,12_to_12.ACTIVE_CONTINUATION,81,0.675,0.296875,40.0,0.2666666666666667
W100,12_to_12.ACTIVE_CONTINUATION,82,0.6624999999999999,0.30598958333333326,40.0,0.23333333333333334
W100,12_to_12.ACTIVE_CONTINUATION,83,0.6916666666666667,0.30989583333333337,40.0,0.2333333333333333
W100,12_to_12.ACTIVE_CONTINUATION,84,0.66875,0.3124999999999998,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,85,0.6520833333333333,0.33333333333333337,40.0,0.23333333333333334
W100,12_to_12.ACTIVE_CONTINUATION,86,0.6395833333333335,0.33854166666666663,40.0,0.21666666666666665
W100,12_to_12.ACTIVE_CONTINUATION,87,0.7124999999999998,0.30208333333333315,40.0,0.2166666666666667
W100,12_to_12.ACTIVE_CONTINUATION,88,0.6833333333333333,0.32161458333333326,40.0,0.2833333333333333
W100,12_to_12.ACTIVE_CONTINUATION,89,0.6645833333333335,0.32682291666666674,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,90,0.6604166666666667,0.31770833333333326,40.0,0.2416666666666667
W100,12_to_12.ACTIVE_CONTINUATION,91,0.6125000000000002,0.3867187500000001,40.0,0.20833333333333334
W100,12_to_12.ACTIVE_CONTINUATION,92,0.675,0.3242187499999999,40.0,0.275
W100,12_to_12.ACTIVE_CONTINUATION,93,0.6520833333333335,0.3255208333333335,40.0,0.32499999999999996
W100,12_to_12.ACTIVE_CONTINUATION,94,0.6895833333333334,0.30859375,40.0,0.26666666666666666
W100,12_to_12.ACTIVE_CONTINUATION,95,0.6791666666666667,0.30338541666666685,40.0,0.31666666666666665
W100,12_to_12.ACTIVE_CONTINUATION,96,0.68125,0.31901041666666674,40.0,0.225
W100,12_to_12.ACTIVE_CONTINUATION,97,0.6479166666666668,0.3294270833333335,40.0,0.275
W100,12_to_12.ACTIVE_CONTINUATION,98,0.6604166666666665,0.3476562499999999,40.0,0.25833333333333336
W100,12_to_12.ACTIVE_CONTINUATION,99,0.6645833333333333,0.34114583333333337,40.0,0.275
W100,12_to_12.ACTIVE_CONTINUATION,100,0.6749999999999999,0.34114583333333337,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,101,0.7083333333333331,0.31380208333333304,40.0,0.2666666666666667
W100,12_to_12.ACTIVE_CONTINUATION,102,0.6291666666666667,0.36588541666666663,40.0,0.21666666666666665
W100,12_to_12.ACTIVE_CONTINUATION,103,0.6500000000000001,0.36588541666666685,40.0,0.2666666666666667
W100,12_to_12.ACTIVE_CONTINUATION,104,0.6999999999999998,0.3007812499999998,40.0,0.2583333333333333
W100,12_to_12.ACTIVE_CONTINUATION,105,0.6770833333333333,0.32161458333333337,40.0,0.24999999999999994
W100,12_to_12.ACTIVE_CONTINUATION,106,0.6354166666666665,0.34244791666666663,40.0,0.225
W100,12_to_12.ACTIVE_CONTINUATION,107,0.7083333333333336,0.2981770833333335,40.0,0.20833333333333334
W100,12_to_12.ACTIVE_CONTINUATION,108,0.6416666666666668,0.33723958333333337,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,109,0.6375,0.3593749999999998,40.0,0.21666666666666665
W100,12_to_12.ACTIVE_CONTINUATION,110,0.6583333333333333,0.32291666666666674,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,111,0.6208333333333333,0.35286458333333326,40.0,0.225
W100,12_to_12.ACTIVE_CONTINUATION,112,0.6958333333333331,0.31380208333333315,40.0,0.2583333333333333
W100,12_to_12.ACTIVE_CONTINUATION,113,0.6333333333333333,0.35677083333333326,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,114,0.6625000000000002,0.32942708333333337,40.0,0.2916666666666667
W100,12_to_12.ACTIVE_CONTINUATION,115,0.7208333333333337,0.29947916666666696,40.0,0.2666666666666667
W100,12_to_12.ACTIVE_CONTINUATION,116,0.6520833333333335,0.3359375000000002,40.0,0.275
W100,12_to_12.ACTIVE_CONTINUATION,117,0.6833333333333331,0.31380208333333315,40.0,0.26666666666666666
W100,12_to_12.ACTIVE_CONTINUATION,118,0.6708333333333333,0.33854166666666663,40.0,0.26666666666666666
W100,12_to_12.ACTIVE_CONTINUATION,119,0.6541666666666667,0.34895833333333337,40.0,0.275
W100,12_to_12.ACTIVE_CONTINUATION,120,0.6749999999999999,0.3007812499999999,40.0,0.31666666666666665
W100,12_to_12.ACTIVE_CONTINUATION,121,0.6604166666666668,0.3242187500000002,40.0,0.20833333333333334
W100,12_to_12.ACTIVE_CONTINUATION,122,0.7125,0.29557291666666663,40.0,0.21666666666666665
W100,12_to_12.ACTIVE_CONTINUATION,123,0.6645833333333331,0.3385416666666664,40.0,0.21666666666666665
W100,12_to_12.ACTIVE_CONTINUATION,124,0.6541666666666667,0.32161458333333337,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,125,0.6999999999999998,0.34114583333333304,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,126,0.6770833333333333,0.3281249999999999,40.0,0.25833333333333336
W100,12_to_12.ACTIVE_CONTINUATION,127,0.6916666666666668,0.3098958333333336,40.0,0.3
W100,12_to_12.ACTIVE_CONTINUATION,128,0.7041666666666668,0.30729166666666696,40.0,0.225
W100,12_to_12.ACTIVE_CONTINUATION,129,0.6770833333333334,0.3203125,40.0,0.2166666666666667
W100,12_to_12.ACTIVE_CONTINUATION,130,0.6666666666666667,0.3320312499999999,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,131,0.7083333333333335,0.30598958333333337,40.0,0.26666666666666666
W100,12_to_12.ACTIVE_CONTINUATION,132,0.6812499999999999,0.3242187500000001,40.0,0.2166666666666667
W100,12_to_12.ACTIVE_CONTINUATION,133,0.7229166666666667,0.29036458333333337,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,134,0.6291666666666667,0.3398437499999998,40.0,0.275
W100,12_to_12.ACTIVE_CONTINUATION,135,0.7104166666666666,0.30208333333333326,40.0,0.2833333333333333
W100,12_to_12.ACTIVE_CONTINUATION,136,0.6895833333333333,0.30208333333333337,40.0,0.19166666666666668
W100,12_to_12.ACTIVE_CONTINUATION,137,0.7208333333333333,0.2851562499999999,40.0,0.26666666666666666
W100,12_to_12.ACTIVE_CONTINUATION,138,0.7104166666666667,0.2747395833333337,40.0,0.25833333333333336
W100,12_to_12.ACTIVE_CONTINUATION,139,0.6895833333333334,0.32682291666666674,40.0,0.29999999999999993
W100,12_to_12.ACTIVE_CONTINUATION,140,0.6229166666666666,0.3502604166666665,40.0,0.25833333333333336
W100,12_to_12.ACTIVE_CONTINUATION,141,0.6666666666666667,0.3372395833333336,40.0,0.2833333333333333
W100,12_to_12.ACTIVE_CONTINUATION,142,0.6374999999999998,0.32942708333333315,40.0,0.19166666666666668
W100,12_to_12.ACTIVE_CONTINUATION,143,0.6520833333333335,0.31510416666666674,40.0,0.2833333333333333
W100,12_to_12.ACTIVE_CONTINUATION,144,0.64375,0.3411458333333335,40.0,0.23333333333333334
W100,12_to_12.ACTIVE_CONTINUATION,145,0.6937499999999999,0.3190104166666665,40.0,0.2
W100,12_to_12.ACTIVE_CONTINUATION,146,0.6729166666666666,0.3346354166666665,40.0,0.2583333333333333
W100,12_to_12.ACTIVE_CONTINUATION,147,0.6833333333333333,0.3281250000000001,40.0,0.26666666666666666
W100,12_to_12.ACTIVE_CONTINUATION,148,0.6354166666666667,0.32942708333333326,40.0,0.275
W100,12_to_12.ACTIVE_CONTINUATION,149,0.6937500000000001,0.31119791666666696,40.0,0.2333333333333333
W100,12_to_12.ACTIVE_CONTINUATION,150,0.6583333333333334,0.3242187500000001,40.0,0.2166666666666667
W100,12_to_12.ACTIVE_CONTINUATION,151,0.6749999999999999,0.31770833333333326,40.0,0.2666666666666667
W100,12_to_12.ACTIVE_CONTINUATION,152,0.6458333333333335,0.3567708333333336,40.0,0.3
W100,12_to_12.ACTIVE_CONTINUATION,153,0.6375,0.34114583333333326,40.0,0.2833333333333333
W100,12_to_12.ACTIVE_CONTINUATION,154,0.6979166666666665,0.32421875,40.0,0.24999999999999994
W100,12_to_12.ACTIVE_CONTINUATION,155,0.6770833333333334,0.33072916666666663,40.0,0.25833333333333336
W100,12_to_12.ACTIVE_CONTINUATION,156,0.6895833333333331,0.3033854166666663,40.0,0.25833333333333336
W100,12_to_12.ACTIVE_CONTINUATION,157,0.6749999999999998,0.32942708333333315,40.0,0.3166666666666666
W100,12_to_12.ACTIVE_CONTINUATION,158,0.7166666666666667,0.29036458333333337,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,159,0.6541666666666666,0.3541666666666665,40.0,0.2583333333333333
W100,12_to_12.ACTIVE_CONTINUATION,160,0.68125,0.3242187499999999,40.0,0.2916666666666667
W100,12_to_12.ACTIVE_CONTINUATION,161,0.64375,0.33333333333333337,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,162,0.6875,0.3255208333333335,40.0,0.275
W100,12_to_12.ACTIVE_CONTINUATION,163,0.7083333333333333,0.2968749999999998,40.0,0.2
W100,12_to_12.ACTIVE_CONTINUATION,164,0.6604166666666667,0.33723958333333337,40.0,0.23333333333333334
W100,12_to_12.ACTIVE_CONTINUATION,165,0.6645833333333332,0.3164062499999999,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,166,0.7083333333333331,0.30859374999999967,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,167,0.6833333333333332,0.29817708333333326,40.0,0.30000000000000004
W100,12_to_12.ACTIVE_CONTINUATION,168,0.6958333333333335,0.2864583333333335,40.0,0.275
W100,12_to_12.ACTIVE_CONTINUATION,169,0.6833333333333333,0.32291666666666674,40.0,0.275
W100,12_to_12.ACTIVE_CONTINUATION,170,0.6687500000000001,0.31640625,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,171,0.7041666666666667,0.32942708333333337,40.0,0.225
W100,12_to_12.ACTIVE_CONTINUATION,172,0.6666666666666667,0.31901041666666685,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,173,0.7083333333333333,0.30729166666666663,40.0,0.23333333333333334
W100,12_to_12.ACTIVE_CONTINUATION,174,0.6916666666666665,0.3007812499999998,40.0,0.225
W100,12_to_12.ACTIVE_CONTINUATION,175,0.6187500000000001,0.3411458333333335,40.0,0.23333333333333334
W100,12_to_12.ACTIVE_CONTINUATION,176,0.63125,0.36067708333333337,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,177,0.6979166666666667,0.30208333333333326,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,178,0.66875,0.33203125,40.0,0.2333333333333333
W100,12_to_12.ACTIVE_CONTINUATION,179,0.6666666666666667,0.3255208333333335,40.0,0.2583333333333333
W100,12_to_12.ACTIVE_CONTINUATION,180,0.6770833333333333,0.30208333333333337,40.0,0.25833333333333336
W100,12_to_12.ACTIVE_CONTINUATION,181,0.6583333333333334,0.33463541666666663,40.0,0.25833333333333336
W100,12_to_12.ACTIVE_CONTINUATION,182,0.6541666666666667,0.3437500000000001,40.0,0.275
W100,12_to_12.ACTIVE_CONTINUATION,183,0.6979166666666664,0.3046875,40.0,0.2833333333333333
W100,12_to_12.ACTIVE_CONTINUATION,184,0.6687499999999998,0.3437499999999999,40.0,0.2666666666666666
W100,12_to_12.ACTIVE_CONTINUATION,185,0.6520833333333333,0.3515625,40.0,0.23333333333333334
W100,12_to_12.ACTIVE_CONTINUATION,186,0.6812500000000001,0.32291666666666685,40.0,0.25000000000000006
W100,12_to_12.ACTIVE_CONTINUATION,187,0.6687500000000001,0.35026041666666685,40.0,0.2833333333333333
W100,12_to_12.ACTIVE_CONTINUATION,188,0.6687499999999998,0.34374999999999967,40.0,0.2
W100,12_to_12.ACTIVE_CONTINUATION,189,0.64375,0.35807291666666674,40.0,0.25833333333333336
W100,12_to_12.ACTIVE_CONTINUATION,190,0.6895833333333331,0.3229166666666664,40.0,0.25833333333333336
W100,12_to_12.ACTIVE_CONTINUATION,191,0.6854166666666666,0.3098958333333335,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,192,0.6916666666666668,0.31510416666666674,40.0,0.2833333333333333
W100,12_to_12.ACTIVE_CONTINUATION,193,0.70625,0.3020833333333335,40.0,0.25833333333333336
W100,12_to_12.ACTIVE_CONTINUATION,194,0.6395833333333334,0.34375,40.0,0.2833333333333333
W100,12_to_12.ACTIVE_CONTINUATION,195,0.6541666666666667,0.33854166666666685,40.0,0.2
W100,12_to_12.ACTIVE_CONTINUATION,196,0.7083333333333333,0.2968749999999998,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,197,0.6645833333333331,0.3203124999999999,40.0,0.22499999999999995
W100,12_to_12.ACTIVE_CONTINUATION,198,0.6958333333333335,0.29947916666666685,40.0,0.2666666666666667
W100,12_to_12.ACTIVE_CONTINUATION,199,0.7000000000000001,0.30078125,40.0,0.25833333333333336
W100,12_to_12.ACTIVE_CONTINUATION,200,0.63125,0.32682291666666663,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,201,0.6770833333333333,0.328125,40.0,0.2666666666666667
W100,12_to_12.ACTIVE_CONTINUATION,202,0.6645833333333334,0.3281250000000001,40.0,0.275
W100,12_to_12.ACTIVE_CONTINUATION,203,0.6833333333333333,0.30078125,40.0,0.26666666666666666
W100,12_to_12.ACTIVE_CONTINUATION,204,0.7166666666666667,0.28645833333333337,40.0,0.21666666666666665
W100,12_to_12.ACTIVE_CONTINUATION,205,0.7041666666666667,0.32682291666666696,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,206,0.6541666666666666,0.3346354166666664,40.0,0.2
W100,12_to_12.ACTIVE_CONTINUATION,207,0.6812500000000001,0.34635416666666674,40.0,0.2666666666666666
W100,12_to_12.ACTIVE_CONTINUATION,208,0.6791666666666666,0.3320312499999998,40.0,0.20833333333333334
W100,12_to_12.ACTIVE_CONTINUATION,209,0.7208333333333334,0.27213541666666674,40.0,0.225
W100,12_to_12.ACTIVE_CONTINUATION,210,0.6645833333333334,0.35026041666666685,40.0,0.25833333333333336
W100,12_to_12.ACTIVE_CONTINUATION,211,0.6916666666666667,0.3046874999999999,40.0,0.225
W100,12_to_12.ACTIVE_CONTINUATION,212,0.7083333333333333,0.30729166666666663,40.0,0.20833333333333334
W100,12_to_12.ACTIVE_CONTINUATION,213,0.6937500000000001,0.30598958333333337,40.0,0.23333333333333334
W100,12_to_12.ACTIVE_CONTINUATION,214,0.6541666666666667,0.32161458333333337,40.0,0.2333333333333333
W100,12_to_12.ACTIVE_CONTINUATION,215,0.6666666666666667,0.3320312499999999,40.0,0.21666666666666665
W100,12_to_12.ACTIVE_CONTINUATION,216,0.675,0.31901041666666696,40.0,0.26666666666666666
W100,12_to_12.ACTIVE_CONTINUATION,217,0.675,0.31510416666666674,40.0,0.23333333333333334
W100,12_to_12.ACTIVE_CONTINUATION,218,0.65625,0.34505208333333326,40.0,0.19166666666666668
W100,12_to_12.ACTIVE_CONTINUATION,219,0.65,0.33463541666666674,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,220,0.6625,0.3515625,40.0,0.2916666666666667
W100,12_to_12.ACTIVE_CONTINUATION,221,0.6375000000000001,0.34244791666666674,40.0,0.27499999999999997
W100,12_to_12.ACTIVE_CONTINUATION,222,0.6687500000000001,0.3216145833333335,40.0,0.2666666666666667
W100,12_to_12.ACTIVE_CONTINUATION,223,0.6833333333333333,0.30598958333333337,40.0,0.2583333333333333
W100,12_to_12.ACTIVE_CONTINUATION,224,0.6541666666666667,0.3320312499999998,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,225,0.6729166666666666,0.328125,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,226,0.6645833333333334,0.32161458333333337,40.0,0.2583333333333333
W100,12_to_12.ACTIVE_CONTINUATION,227,0.6833333333333332,0.3151041666666665,40.0,0.225
W100,12_to_12.ACTIVE_CONTINUATION,228,0.6666666666666666,0.3164062500000001,40.0,0.25833333333333336
W100,12_to_12.ACTIVE_CONTINUATION,229,0.6437500000000002,0.3593750000000002,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,230,0.6791666666666666,0.30989583333333337,40.0,0.2
W100,12_to_12.ACTIVE_CONTINUATION,231,0.6625000000000002,0.3255208333333335,40.0,0.23333333333333334
W100,12_to_12.ACTIVE_CONTINUATION,232,0.6229166666666667,0.3671874999999999,40.0,0.2916666666666667
W100,12_to_12.ACTIVE_CONTINUATION,233,0.6604166666666667,0.3281249999999999,40.0,0.26666666666666666
W100,12_to_12.ACTIVE_CONTINUATION,234,0.6937499999999999,0.30729166666666663,40.0,0.23333333333333334
W100,12_to_12.ACTIVE_CONTINUATION,235,0.6312500000000001,0.34635416666666663,40.0,0.2333333333333333
W100,12_to_12.ACTIVE_CONTINUATION,236,0.675,0.30859375,40.0,0.2583333333333333
W100,12_to_12.ACTIVE_CONTINUATION,237,0.652083333333333,0.3502604166666664,40.0,0.26666666666666666
W100,12_to_12.ACTIVE_CONTINUATION,238,0.675,0.3320312499999999,40.0,0.19999999999999998
W100,12_to_12.ACTIVE_CONTINUATION,239,0.6520833333333335,0.33463541666666685,40.0,0.2583333333333333
W100,12_to_12.ACTIVE_CONTINUATION,240,0.6770833333333335,0.3216145833333336,40.0,0.275
W100,12_to_12.ACTIVE_CONTINUATION,241,0.64375,0.3632812500000001,40.0,0.2666666666666666
W100,12_to_12.ACTIVE_CONTINUATION,242,0.6770833333333333,0.32552083333333304,40.0,0.24999999999999994
W100,12_to_12.ACTIVE_CONTINUATION,243,0.6458333333333333,0.34765625,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,244,0.6708333333333333,0.35546875,40.0,0.1916666666666667
W100,12_to_12.ACTIVE_CONTINUATION,245,0.6562500000000001,0.3489583333333335,40.0,0.24166666666666664
W100,12_to_12.ACTIVE_CONTINUATION,246,0.6833333333333333,0.3450520833333335,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,247,0.675,0.3294270833333335,40.0,0.25833333333333336
W100,12_to_12.ACTIVE_CONTINUATION,248,0.7187500000000001,0.2864583333333336,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,249,0.6499999999999998,0.3359374999999998,40.0,0.3083333333333333
W100,12_to_12.ACTIVE_CONTINUATION,250,0.645833333333333,0.3541666666666664,40.0,0.275
W100,12_to_12.ACTIVE_CONTINUATION,251,0.6854166666666666,0.3046874999999999,40.0,0.25
W100,12_to_12.ACTIVE_CONTINUATION,252,0.6458333333333333,0.34895833333333337,40.0,0.26666666666666666
W100,12_to_12.ACTIVE_CONTINUATION,253,0.6854166666666667,0.30989583333333326,40.0,0.29166666666666663
W100,12_to_12.ACTIVE_CONTINUATION,254,0.6791666666666666,0.30989583333333315,40.0,0.20833333333333334
W100,12_to_12.ACTIVE_CONTINUATION,255,0.65,0.34635416666666674,40.0,0.2416666666666667
W100,12_to_12.NEW_EPOCH,0,0.6625000000000001,0.3437500000000001,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,1,0.6770833333333333,0.32552083333333326,40.0,0.20833333333333334
W100,12_to_12.NEW_EPOCH,2,0.6729166666666667,0.33072916666666674,40.0,0.24999999999999994
W100,12_to_12.NEW_EPOCH,3,0.6875000000000001,0.33463541666666685,40.0,0.29166666666666663
W100,12_to_12.NEW_EPOCH,4,0.6729166666666667,0.3177083333333335,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,5,0.63125,0.36328125,40.0,0.21666666666666665
W100,12_to_12.NEW_EPOCH,6,0.7145833333333333,0.32552083333333326,40.0,0.225
W100,12_to_12.NEW_EPOCH,7,0.6895833333333332,0.3359374999999999,40.0,0.225
W100,12_to_12.NEW_EPOCH,8,0.6479166666666669,0.33072916666666685,40.0,0.2666666666666667
W100,12_to_12.NEW_EPOCH,9,0.6895833333333332,0.30859375,40.0,0.24166666666666664
W100,12_to_12.NEW_EPOCH,10,0.6541666666666667,0.35677083333333337,40.0,0.25833333333333336
W100,12_to_12.NEW_EPOCH,11,0.6604166666666667,0.36328125,40.0,0.275
W100,12_to_12.NEW_EPOCH,12,0.6958333333333332,0.3203124999999999,40.0,0.35
W100,12_to_12.NEW_EPOCH,13,0.7020833333333334,0.3007812500000001,40.0,0.22499999999999995
W100,12_to_12.NEW_EPOCH,14,0.6708333333333333,0.34114583333333326,40.0,0.26666666666666666
W100,12_to_12.NEW_EPOCH,15,0.7229166666666668,0.2734375000000001,40.0,0.2916666666666667
W100,12_to_12.NEW_EPOCH,16,0.6374999999999998,0.3632812499999999,40.0,0.24166666666666664
W100,12_to_12.NEW_EPOCH,17,0.6770833333333334,0.3216145833333335,40.0,0.22499999999999995
W100,12_to_12.NEW_EPOCH,18,0.6791666666666668,0.32421875,40.0,0.20833333333333331
W100,12_to_12.NEW_EPOCH,19,0.6791666666666665,0.3229166666666663,40.0,0.26666666666666666
W100,12_to_12.NEW_EPOCH,20,0.6499999999999999,0.3515624999999999,40.0,0.24999999999999994
W100,12_to_12.NEW_EPOCH,21,0.6916666666666667,0.32161458333333326,40.0,0.25
W100,12_to_12.NEW_EPOCH,22,0.65625,0.36458333333333337,40.0,0.2833333333333333
W100,12_to_12.NEW_EPOCH,23,0.6791666666666668,0.3255208333333335,40.0,0.25
W100,12_to_12.NEW_EPOCH,24,0.6562499999999999,0.3359374999999999,40.0,0.23333333333333334
W100,12_to_12.NEW_EPOCH,25,0.6604166666666665,0.3072916666666665,40.0,0.2666666666666667
W100,12_to_12.NEW_EPOCH,26,0.6416666666666666,0.35546875,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,27,0.6395833333333335,0.34375,40.0,0.3
W100,12_to_12.NEW_EPOCH,28,0.6875000000000002,0.31901041666666685,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,29,0.6479166666666666,0.35286458333333337,40.0,0.24166666666666664
W100,12_to_12.NEW_EPOCH,30,0.6770833333333334,0.32161458333333326,40.0,0.22499999999999995
W100,12_to_12.NEW_EPOCH,31,0.7062500000000002,0.2929687500000001,40.0,0.21666666666666665
W100,12_to_12.NEW_EPOCH,32,0.6375,0.34635416666666663,40.0,0.20833333333333334
W100,12_to_12.NEW_EPOCH,33,0.7395833333333335,0.2968750000000001,40.0,0.24166666666666664
W100,12_to_12.NEW_EPOCH,34,0.7187499999999999,0.29947916666666663,40.0,0.225
W100,12_to_12.NEW_EPOCH,35,0.6812499999999998,0.30598958333333304,40.0,0.2
W100,12_to_12.NEW_EPOCH,36,0.6395833333333334,0.34635416666666674,40.0,0.29166666666666663
W100,12_to_12.NEW_EPOCH,37,0.720833333333333,0.30208333333333315,40.0,0.2833333333333333
W100,12_to_12.NEW_EPOCH,38,0.6541666666666667,0.33463541666666663,40.0,0.25833333333333336
W100,12_to_12.NEW_EPOCH,39,0.6520833333333332,0.35416666666666663,40.0,0.25
W100,12_to_12.NEW_EPOCH,40,0.6520833333333333,0.33723958333333326,40.0,0.25
W100,12_to_12.NEW_EPOCH,41,0.6395833333333333,0.32161458333333315,40.0,0.29166666666666663
W100,12_to_12.NEW_EPOCH,42,0.6895833333333333,0.33203125,40.0,0.24166666666666664
W100,12_to_12.NEW_EPOCH,43,0.675,0.33723958333333337,40.0,0.25833333333333336
W100,12_to_12.NEW_EPOCH,44,0.6395833333333332,0.35286458333333304,40.0,0.25
W100,12_to_12.NEW_EPOCH,45,0.70625,0.31119791666666674,40.0,0.27499999999999997
W100,12_to_12.NEW_EPOCH,46,0.6791666666666666,0.32942708333333326,40.0,0.2916666666666667
